MONTH,TYPE,CIRCLE,DIVISION,SUB_DIVISION,SAMPLE,POWEROFF_PREV,KWH_PREV,ESO_PREV,POWEROFF_CURR,KWH_CURR,ESO_CURR,PER_CHANGE
202501,1PH ,NZM,2540,JUNG PURA,"11,864",2.59,"28,51,207","9,805",1.67,"25,63,000","5,793",-35.52%
202501,1PH ,NZM,2540,KILOKARI,"16,429",3.67,"35,73,330","17,095",3.18,"31,67,653","13,506",-13.35%
202501,1PH ,NZM,2540,LAJPAT NAGAR-2,"14,161",2.88,"35,78,112","13,850",2.53,"33,16,927","10,984",-12.15%
202501,1PH ,NZM,2540,LODHI ROAD,"17,211",2.60,"36,79,051","12,486",2.99,"33,49,449","13,833",15%
202501,1PH ,PJB,2640,B 3 PASCHIM VIHAR,"21,519",3.20,"57,80,115","22,144",4.33,"52,13,173","25,217",35.31%
202501,1PH ,PJB,2640,B BLK KARAMPURA,"10,082",2.74,"20,15,818","6,353",2.21,"18,44,458","5,587",-19.34%
202501,1PH ,PJB,2640,ROAD NO-41 PUNJABI BAGH,"26,855",4.62,"52,55,643","30,642",2.89,"49,04,919","18,081",-37.45%
202501,1PH ,PLM,2660,DABRI,"32,307",5.46,"64,23,703","46,236",6.87,"58,30,421","53,385",25.82%
202501,1PH ,PLM,2660,KAILASHPURI,"49,455",5.96,"97,87,945","78,755",5.30,"89,20,715","64,193",-11.07%
202501,1PH ,PLM,2660,MANGLA PURI,"41,353",2.49,"89,38,610","29,231",3.97,"80,66,066","41,347",59.44%
202501,1PH ,PLM,2660,SEC-9 DWK,"38,405",3.92,"92,95,374","46,374",5.90,"82,91,793","61,050",50.51%
202501,1PH ,"RKP, HKS",2550,MOTI BAGH,"7,145",3.53,"15,72,678","7,166",2.75,"14,37,368","5,531",-22.1%
202501,1PH ,"RKP, HKS",2550,R.K. PURAM,"17,191",2.69,"37,31,099","13,387",2.53,"33,08,097","10,906",-5.95%
202501,1PH ,"RKP, HKS",2550,VASANT VIHAR,"18,684",2.13,"41,34,699","12,517",3.02,"36,81,259","14,287",41.78%
202501,1PH ,"RKP, HKS",2551,ANDREWS GANJ POLICE COLONY,"13,774",2.98,"38,97,739","15,699",2.18,"33,79,966","10,188",-26.85%
202501,1PH ,"RKP, HKS",2551,GREEN PARK,"12,023",2.69,"30,81,120","11,327",1.91,"27,69,404","7,088",-29%
202501,1PH ,"RKP, HKS",2551,KATWARIA SARAI,"6,741",1.51,"19,16,832","4,441",2.50,"16,75,759","6,555",65.56%
202501,1PH ,"RKP, HKS",2551,RBI HAUZ KHAS,"5,774",2.83,"17,70,608","6,716",2.78,"15,83,599","5,890",-1.77%
202501,1PH ,SKT,2520,MALVIYA NAGAR,"31,476",2.99,"75,90,218","30,073",3.13,"67,96,825","28,237",4.68%
202501,1PH ,SKT,2520,MIG DDA FLAT SAKET,"27,401",3.42,"77,52,763","36,486",3.11,"69,00,322","28,662",-9.06%
202501,1PH ,SKT,2520,MMTC,"3,203",2.25,"8,96,502","2,706",1.75,"8,15,294","2,008",-22.22%
202501,1PH ,"TGN, MDK",2631,DSIDC MUNDKA,"32,422",9.71,"58,86,828","82,664",9.80,"55,02,034","71,332",.93%
202501,1PH ,"TGN, MDK",2631,SWARN PARK MUNDKA,"24,225",12.74,"45,59,245","82,111",9.77,"42,42,749","59,237",-23.31%
202501,1PH ,"TGN, MDK",2631,TIKRI,"9,180",15.09,"16,26,940","33,168",14.91,"15,38,607","32,552",-1.19%
202501,1PH ,"TGN, MDK",2641,24 BLK TILAK NAGAR,"31,837",1.94,"64,05,934","16,762",3.07,"58,56,634","25,257",58.25%
202501,1PH ,"TGN, MDK",2641,A BLK TAGORE GARDEN,"34,671",2.71,"62,65,435","22,331",3.32,"57,97,319","24,877",22.51%
202501,1PH ,"TGN, MDK",2641,MUKHERJI PARK,"42,279",5.15,"80,02,267","56,787",7.57,"74,05,280","79,039",46.99%
202501,1PH ,UTN,2651,BINDAPUR,"19,383",3.50,"35,63,275","16,976",6.42,"32,17,435","27,990",83.43%
202501,1PH ,UTN,2651,CHANAKYA PLACE,"18,254",5.88,"35,78,499","29,380",5.77,"32,87,429","26,497",-1.87%
202501,1PH ,UTN,2651,MILAP NAGAR,"32,035",2.54,"61,01,603","20,874",5.44,"55,76,899","43,806",114.17%
202501,1PH ,VKJ,2521 - ( R ),BIJWASAN,"10,502",6.49,"22,34,412","20,061",5.98,"20,79,696","17,881",-7.86%
202501,1PH ,VKJ,2521 - ( R ),KAPASHERA,"15,377",5.61,"33,95,293","25,677",5.66,"31,38,690","24,460",.89%
202501,1PH ,VKJ,2521 - ( U ),B-1 VKJ,"27,935",5.12,"65,65,409","42,563",3.37,"58,96,888","26,507",-34.18%
202501,1PH ,VKJ,2521 - ( U ),C-9 VASANT KUNJ,"11,440",3.67,"46,21,293","19,436",2.66,"40,95,637","13,660",-27.52%
202501,1PH ,VKJ,2521 - ( U ),D-4 VKJ,"11,019",5.92,"37,75,565","26,368",3.45,"34,18,065","14,646",-41.72%
202501,1PH ,VKJ,2521 - ( U ),MAHIPAL PUR,"20,968",6.11,"50,41,500","40,703",4.79,"46,05,634","29,088",-21.6%
202501,1PH ,VKP,2650,C BLOCK VKP,"21,797",1.83,"55,90,351","13,463",2.88,"49,97,703","18,247",57.38%
202501,1PH ,VKP,2650,LIG-2 HASTSAL,"20,600",3.80,"34,93,263","17,912",3.82,"32,24,451","16,692",.53%
202501,1PH ,VKP,2650,SHIV VIHAR,"44,945",10.25,"72,57,006","1,02,044",7.76,"66,77,632","70,319",-24.29%
202502,1PH ,,,,"11,43,512",5.24,"17,36,95,583","12,55,628",3.48,"15,80,15,555","7,94,320",-33.59%
202502,1PH ,ALN,,,"37,395",2.73,"58,56,758","21,940",1.17,"51,93,754","9,685",-57.14%
202502,1PH ,CHP,,,"54,182",6.57,"91,21,949","89,545",6.87,"82,93,992","81,731",4.57%
202502,1PH ,"CWL, NJF, JFP, MITRAON",,,"81,878",10.28,"1,18,62,060","1,73,342",5.44,"1,10,20,366","88,057",-47.08%
202502,1PH ,DWK,,,"56,992",4.32,"88,56,666","52,490",3.04,"79,28,321","34,532",-29.63%
202502,1PH ,JKP,,,"51,972",2.44,"89,29,242","30,522",1.38,"81,66,157","17,068",-43.44%
202502,1PH ,"KHP, SVR, NFC",,,"2,22,127",5.39,"3,11,95,023","2,34,170",3.28,"2,84,44,280","1,36,085",-39.15%
202502,1PH ,MGN,,,"57,234",10.62,"78,33,392","1,18,745",6.89,"72,34,019","74,010",-35.12%
202502,1PH ,NGL,,,"79,442",4.86,"1,07,97,298","77,348",4.35,"99,36,246","64,265",-10.49%
202502,1PH ,NHP,,,"31,735",2.81,"50,15,114","19,212",1.35,"45,30,225","9,300",-51.96%
202502,1PH ,NZM,,,"42,806",2.98,"75,13,725","31,092",2.14,"68,77,010","21,786",-28.19%
202502,1PH ,PJB,,,"29,146",6.57,"41,03,486","34,310",2.69,"38,20,470","15,430",-59.06%
202502,1PH ,PLM,,,"85,581",3.05,"1,35,61,482","59,246",2.76,"1,20,63,122","49,923",-9.51%
202502,1PH ,"RKP, HKS",,,"49,564",2.43,"82,36,462","28,342",1.75,"72,27,476","18,015",-27.98%
202502,1PH ,SKT,,,"28,604",2.39,"48,25,711","16,275",1.09,"43,48,065","7,245",-54.39%
202502,1PH ,"TGN, MDK",,,"1,16,390",5.48,"1,67,51,378","1,33,387",3.54,"1,56,14,914","83,438",-35.4%
202502,1PH ,UTN,,,"42,359",4.66,"62,69,234","42,950",2.90,"57,73,530","25,937",-37.77%
202502,1PH ,VKJ,,,"32,210",4.11,"69,47,970","36,277",1.81,"60,47,892","13,727",-55.96%
202502,1PH ,VKP,,,"43,895",6.90,"60,18,633","56,436",5.56,"54,95,716","44,087",-19.42%
202502,1PH ,ALN,2510,,"37,395",2.73,"58,56,758","21,940",1.17,"51,93,754","9,685",-57.14%
202502,1PH ,CHP,2522,,"54,182",6.57,"91,21,949","89,545",6.87,"82,93,992","81,731",4.57%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),,"27,527",5.62,"40,50,401","32,957",4.55,"37,36,565","25,923",-19.04%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),,"34,091",10.23,"49,10,549","69,775",5.61,"46,22,215","37,176",-45.16%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),,"5,370",20.67,"7,86,616","23,416",7.36,"7,18,170","7,710",-64.39%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),,"14,890",15.25,"21,14,494","47,194",6.01,"19,43,416","17,248",-60.59%
202502,1PH ,DWK,2661,,"56,992",4.32,"88,56,666","52,490",3.04,"79,28,321","34,532",-29.63%
202502,1PH ,JKP,2610,,"51,972",2.44,"89,29,242","30,522",1.38,"81,66,157","17,068",-43.44%
202502,1PH ,"KHP, SVR, NFC",2511,,"98,752",6.84,"1,29,64,219","1,28,459",4.05,"1,17,36,214","71,284",-40.79%
202502,1PH ,"KHP, SVR, NFC",2541,,"67,519",5.38,"95,47,269","70,758",3.04,"87,99,421","38,427",-43.49%
202502,1PH ,"KHP, SVR, NFC",2542,,"55,856",2.84,"86,83,535","34,954",2.21,"79,08,645","26,375",-22.18%
202502,1PH ,MGN,2652,,"57,234",10.62,"78,33,392","1,18,745",6.89,"72,34,019","74,010",-35.12%
202502,1PH ,NGL,2630,,"79,442",4.86,"1,07,97,298","77,348",4.35,"99,36,246","64,265",-10.49%
202502,1PH ,NHP,2530,,"31,735",2.81,"50,15,114","19,212",1.35,"45,30,225","9,300",-51.96%
202502,1PH ,NZM,2540,,"42,806",2.98,"75,13,725","31,092",2.14,"68,77,010","21,786",-28.19%
202502,1PH ,PJB,2640,,"29,146",6.57,"41,03,486","34,310",2.69,"38,20,470","15,430",-59.06%
202502,1PH ,PLM,2660,,"85,581",3.05,"1,35,61,482","59,246",2.76,"1,20,63,122","49,923",-9.51%
202502,1PH ,"RKP, HKS",2550,,"28,080",2.63,"39,00,340","15,184",1.91,"34,28,426","9,435",-27.38%
202502,1PH ,"RKP, HKS",2551,,"21,484",2.16,"43,36,122","13,158",1.55,"37,99,050","8,580",-28.24%
202502,1PH ,SKT,2520,,"28,604",2.39,"48,25,711","16,275",1.09,"43,48,065","7,245",-54.39%
202502,1PH ,"TGN, MDK",2631,,"43,440",8.72,"59,33,924","78,050",5.57,"54,98,643","47,748",-36.12%
202502,1PH ,"TGN, MDK",2641,,"72,950",3.55,"1,08,17,454","55,337",2.34,"1,01,16,271","35,690",-34.08%
202502,1PH ,UTN,2651,,"42,359",4.66,"62,69,234","42,950",2.90,"57,73,530","25,937",-37.77%
202502,1PH ,VKJ,2521 - ( R ),,"10,737",5.43,"16,56,098","13,305",2.88,"15,17,265","6,606",-46.96%
202502,1PH ,VKJ,2521 - ( U ),,"21,473",3.46,"52,91,872","22,972",1.28,"45,30,627","7,121",-63.01%
202502,1PH ,VKP,2650,,"43,895",6.90,"60,18,633","56,436",5.56,"54,95,716","44,087",-19.42%
202502,1PH ,ALN,2510,DDA FLAT KALKAJI,"17,225",2.29,"25,02,975","7,989",1.06,"22,23,649","3,690",-53.71%
202502,1PH ,ALN,2510,G-BLOCK KALKAJI,"4,611",1.84,"9,29,373","2,398",1.40,"8,46,533","1,909",-23.91%
202502,1PH ,ALN,2510,GK 2,"4,245",1.73,"10,85,971","2,696",1.30,"8,99,378","1,880",-24.86%
202502,1PH ,ALN,2510,OKHLA PHASE 1,"11,314",4.14,"13,38,439","8,857",1.19,"12,24,194","2,206",-71.26%
202502,1PH ,CHP,2522,AAYA NAGAR,"7,938",2.86,"12,20,607","4,993",4.01,"10,83,648","6,462",40.21%
202502,1PH ,CHP,2522,CHATARPUR,"33,120",7.07,"58,84,595","65,088",6.96,"53,34,057","55,691",-1.56%
202502,1PH ,CHP,2522,FATEHPUR BERI,"3,566",15.18,"4,10,020","8,924",20.83,"3,93,877","11,665",37.22%
202502,1PH ,CHP,2522,JAUNAPUR,"9,558",4.72,"16,06,727","10,541",3.75,"14,82,410","7,913",-20.55%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),BHARTHAL,"15,696",3.80,"23,38,387","13,710",4.58,"21,29,493","15,316",20.53%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),CHHAWLA,"3,535",15.78,"4,71,627","10,924",7.51,"4,56,789","5,110",-52.41%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),SHYAM VIHAR,"8,296",4.74,"12,40,387","8,323",3.23,"11,50,283","5,497",-31.86%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),ANAJMANDI,"9,910",14.38,"12,50,208","24,371",6.82,"11,74,669","11,515",-52.57%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),DAULATPUR,840,22.62,"1,21,405","4,155",13.26,"1,14,995","2,349",-41.38%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),DELHI GATE,"7,093",9.00,"10,68,810","14,439",3.39,"10,33,681","5,370",-62.33%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),JHATIKRA MORE,"16,248",7.60,"24,70,126","26,809",5.45,"22,98,870","17,942",-28.29%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),DHANSA,"1,454",31.42,"1,87,595","8,651",11.34,"1,73,603","2,985",-63.91%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),GHUMENHERA,68,1.35,"11,214",38,0.58,"11,918",8,-57.04%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),UJAWA,"3,848",16.95,"5,87,807","14,727",5.98,"5,32,649","4,716",-64.72%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),CRPF,"8,886",10.54,"12,23,597","18,348",4.20,"11,31,073","6,923",-60.15%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),MITRON,"3,889",22.35,"5,60,566","18,197",8.34,"5,25,947","6,375",-62.68%
202502,1PH ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),MUNDELLA,"2,115",22.02,"3,30,331","10,650",9.33,"2,86,396","3,951",-57.63%
202502,1PH ,DWK,2661,MADHU VIHAR,"29,806",4.82,"42,28,979","28,764",2.55,"38,08,460","14,275",-47.1%
202502,1PH ,DWK,2661,MATIYALA,"16,683",3.87,"25,48,559","14,289",3.92,"23,07,296","12,815",1.29%
202502,1PH ,DWK,2661,"SEC 13, DWARKA","4,885",5.53,"6,96,819","5,556",4.48,"6,45,956","4,406",-18.99%
202502,1PH ,DWK,2661,"SEC 4, DWARKA","5,618",1.92,"13,82,309","3,881",1.82,"11,66,609","3,036",-5.21%
202502,1PH ,JKP,2610,4/1 SUBHASH NAGAR,"8,723",1.80,"15,43,302","4,063",2.14,"14,38,089","4,469",18.89%
202502,1PH ,JKP,2610,B-32 MAYAPURI PH-1,"20,263",2.89,"29,61,724","12,076",1.18,"27,20,043","4,425",-59.17%
202502,1PH ,JKP,2610,B1 COMPLAINT CENTER JANAKPURI,"15,229",2.03,"28,69,343","8,128",1.13,"26,11,504","4,756",-44.33%
202502,1PH ,JKP,2610,C-3 COMPLAINT CENTER JKP,"7,665",2.67,"15,43,939","6,143",1.57,"13,80,487","3,376",-41.2%
202502,1PH ,JKP,2610,D2 COMPLAINT CENTER JKP,92,9.99,"10,934",113,1.63,"16,034",42,-83.68%
202502,1PH ,"KHP, SVR, NFC",2511,D-BLOCK SANGAM VIHAR,"42,884",11.05,"54,93,516","88,249",6.83,"49,01,450","50,840",-38.19%
202502,1PH ,"KHP, SVR, NFC",2511,DURGA VIHAR,"1,016",4.37,"1,29,934",792,1.83,"1,28,321",368,-58.12%
202502,1PH ,"KHP, SVR, NFC",2511,KHANPUR,"37,341",2.67,"47,13,535","18,429",1.33,"42,50,317","8,219",-50.19%
202502,1PH ,"KHP, SVR, NFC",2511,PUL PRAHLADPUR,"17,511",5.58,"26,27,234","20,989",3.19,"24,56,126","11,857",-42.83%
202502,1PH ,"KHP, SVR, NFC",2541,BADARPUR,"30,874",4.62,"42,23,649","28,413",2.79,"39,17,118","17,063",-39.61%
202502,1PH ,"KHP, SVR, NFC",2541,KANCHAN KUNJ,"12,901",9.38,"15,65,188","21,456",6.04,"14,96,356","13,402",-35.61%
202502,1PH ,"KHP, SVR, NFC",2541,SARITA VIHAR,"11,283",6.77,"20,54,932","16,307",1.70,"18,12,934","3,751",-74.89%
202502,1PH ,"KHP, SVR, NFC",2541,SOURABH VIHAR,"12,461",1.87,"17,03,500","4,583",1.76,"15,73,013","4,211",-5.88%
202502,1PH ,"KHP, SVR, NFC",2542,ABUL FAZAL ENCLAVE,"34,236",2.65,"53,28,749","20,273",2.36,"48,51,500","17,614",-10.94%
202502,1PH ,"KHP, SVR, NFC",2542,KALINDI COLONY,"5,685",2.26,"7,93,718","2,292",1.68,"7,11,697","1,711",-25.66%
202502,1PH ,"KHP, SVR, NFC",2542,OKHLA,"15,935",3.45,"25,61,068","12,389",2.08,"23,45,448","7,050",-39.71%
202502,1PH ,MGN,2652,ANAND VIHAR,"12,571",4.35,"16,53,363","10,523",4.17,"15,30,599","9,715",-4.14%
202502,1PH ,MGN,2652,SEWAK PARK,"22,379",5.82,"32,85,369","27,023",4.50,"29,95,414","20,080",-22.68%
202502,1PH ,MGN,2652,VIPIN GARDEN,"22,284",18.98,"28,94,660","81,200",10.81,"27,08,006","44,216",-43.05%
202502,1PH ,NGL,2630,BAPROLLA,"30,814",4.09,"37,93,124","23,182",3.70,"34,95,496","19,420",-9.54%
202502,1PH ,NGL,2630,GH-9 PASCHIM VIHAR,"4,023",1.95,"7,74,314","2,005",0.99,"7,05,672",995,-49.23%
202502,1PH ,NGL,2630,NANGLOI,"38,153",5.67,"53,93,259","45,560",5.56,"49,65,503","41,127",-1.94%
202502,1PH ,NGL,2630,UDYOG NAGAR,"6,452",5.55,"8,36,601","6,602",2.44,"7,69,575","2,724",-56.04%
202502,1PH ,NHP,2530,GK 1,"5,240",2.10,"8,48,739","2,348",0.95,"7,68,213","1,159",-54.76%
202502,1PH ,NHP,2530,LAJPAT NAGAR IV,"20,133",2.98,"35,69,125","14,460",1.38,"32,18,207","6,779",-53.69%
202502,1PH ,NHP,2530,OKHLA IND AREA PH-2 & PH-3,"6,362",2.88,"5,97,250","2,405",1.57,"5,43,805","1,361",-45.49%
202502,1PH ,NZM,2540,DEFENCE COLONY,"3,003",1.70,"5,74,177","1,254",1.44,"5,26,761","1,268",-15.29%
202502,1PH ,NZM,2540,JUNG PURA,"7,127",2.53,"12,71,280","4,538",1.78,"11,32,917","3,099",-29.64%
202502,1PH ,NZM,2540,KILOKARI,"5,269",3.81,"9,03,488","4,453",1.96,"8,10,722","2,334",-48.56%
202502,1PH ,NZM,2540,LAJPAT NAGAR-2,"11,611",2.85,"22,78,525","9,473",1.67,"20,95,448","4,880",-41.4%
202502,1PH ,NZM,2540,LODHI ROAD,"15,796",3.25,"24,86,255","11,374",2.85,"23,11,162","10,205",-12.31%
202502,1PH ,PJB,2640,B 3 PASCHIM VIHAR,"3,070",19.47,"2,96,241","8,417",3.86,"2,92,469","1,659",-80.17%
202502,1PH ,PJB,2640,B BLK KARAMPURA,"4,787",7.22,"8,23,741","7,226",3.62,"7,52,675","4,026",-49.86%
202502,1PH ,PJB,2640,ROAD NO-41 PUNJABI BAGH,"21,289",4.57,"29,83,504","18,667",2.31,"27,75,326","9,746",-49.45%
202502,1PH ,PLM,2660,DABRI,"9,997",4.02,"13,85,611","8,071",5.55,"12,51,784","10,731",38.06%
202502,1PH ,PLM,2660,KAILASHPURI,"11,120",4.73,"17,24,097","12,037",3.79,"15,56,777","8,969",-19.87%
202502,1PH ,PLM,2660,MANGLA PURI,"25,449",2.67,"37,86,686","14,685",1.79,"33,50,412","9,060",-32.96%
202502,1PH ,PLM,2660,SEC-9 DWK,"39,015",2.56,"66,65,088","24,454",2.39,"59,04,149","21,163",-6.64%
202502,1PH ,"RKP, HKS",2550,MOTI BAGH,"1,915",3.40,"2,23,067","1,088",2.22,"2,05,039",690,-34.71%
202502,1PH ,"RKP, HKS",2550,R.K. PURAM,"10,105",2.42,"12,36,316","4,114",1.31,"10,79,317","1,868",-45.87%
202502,1PH ,"RKP, HKS",2550,VASANT VIHAR,"16,060",2.68,"24,40,957","9,983",2.25,"21,44,070","6,877",-16.04%
202502,1PH ,"RKP, HKS",2551,ANDREWS GANJ POLICE COLONY,"4,998",2.64,"8,87,336","3,385",1.65,"7,75,584","1,838",-37.5%
202502,1PH ,"RKP, HKS",2551,GREEN PARK,"10,417",1.92,"20,58,279","5,604",1.57,"18,23,496","4,260",-18.23%
202502,1PH ,"RKP, HKS",2551,KATWARIA SARAI,"1,774",2.55,"4,26,266","1,425",2.68,"3,47,998","1,424",5.1%
202502,1PH ,"RKP, HKS",2551,RBI HAUZ KHAS,"4,295",2.01,"9,64,241","2,743",0.93,"8,51,972","1,058",-53.73%
202502,1PH ,SKT,2520,MALVIYA NAGAR,"26,244",2.41,"43,67,279","15,040",1.11,"39,33,423","6,698",-53.94%
202502,1PH ,SKT,2520,MIG DDA FLAT SAKET,591,3.32,"97,834",472,1.03,"92,369",189,-68.98%
202502,1PH ,SKT,2520,MMTC,"1,769",1.65,"3,60,598",762,0.75,"3,22,273",358,-54.55%
202502,1PH ,"TGN, MDK",2631,DSIDC MUNDKA,"29,690",7.78,"41,43,110","50,042",5.18,"38,37,075","31,675",-33.42%
202502,1PH ,"TGN, MDK",2631,SWARN PARK MUNDKA,"13,406",10.83,"17,48,009","27,511",6.44,"16,14,394","15,726",-40.54%
202502,1PH ,"TGN, MDK",2631,TIKRI,344,7.70,"42,805",498,5.00,"47,174",347,-35.06%
202502,1PH ,"TGN, MDK",2641,24 BLK TILAK NAGAR,"15,639",2.64,"25,17,829","9,426",1.58,"23,21,035","5,691",-40.15%
202502,1PH ,"TGN, MDK",2641,A BLK TAGORE GARDEN,"32,389",3.04,"45,03,338","19,464",2.04,"42,41,883","12,346",-32.89%
202502,1PH ,"TGN, MDK",2641,MUKHERJI PARK,"24,922",4.77,"37,96,287","26,448",3.21,"35,53,353","17,653",-32.7%
202502,1PH ,UTN,2651,BINDAPUR,"3,903",5.31,"5,71,831","4,537",2.02,"5,27,676","2,134",-61.96%
202502,1PH ,UTN,2651,CHANAKYA PLACE,"18,450",4.86,"27,79,073","19,523",3.32,"25,73,930","13,019",-31.69%
202502,1PH ,UTN,2651,MILAP NAGAR,"20,006",4.35,"29,18,330","18,891",2.68,"26,71,924","10,784",-38.39%
202502,1PH ,VKJ,2521 - ( R ),BIJWASAN,"3,139",4.21,"4,67,338","2,850",2.06,"4,21,784","1,131",-51.07%
202502,1PH ,VKJ,2521 - ( R ),KAPASHERA,"7,598",5.93,"11,88,760","10,455",3.21,"10,95,481","5,476",-45.87%
202502,1PH ,VKJ,2521 - ( U ),B-1 VKJ,"5,248",5.58,"9,72,439","6,961",1.43,"8,55,911","1,550",-74.37%
202502,1PH ,VKJ,2521 - ( U ),C-9 VASANT KUNJ,"9,022",3.27,"26,06,392","10,607",1.16,"21,98,655","3,364",-64.53%
202502,1PH ,VKJ,2521 - ( U ),D-4 VKJ,"3,303",2.37,"10,49,277","3,608",0.75,"8,78,981",966,-68.35%
202502,1PH ,VKJ,2521 - ( U ),MAHIPAL PUR,"3,900",1.94,"6,63,764","1,796",1.80,"5,97,080","1,241",-7.22%
202502,1PH ,VKP,2650,C BLOCK VKP,"13,194",1.96,"21,97,216","5,728",1.48,"19,71,588","4,412",-24.49%
202502,1PH ,VKP,2650,LIG-2 HASTSAL,"2,366",3.76,"2,82,424","1,599",1.35,"2,56,033",548,-64.1%
202502,1PH ,VKP,2650,SHIV VIHAR,"28,335",9.47,"35,38,993","49,109",7.82,"32,68,095","39,127",-17.42%
202501,WC  ,ALN,2510,,"13,255",1.63,"1,14,92,587","26,480",1.13,"1,06,11,939","17,901",-30.67%
202501,WC  ,CHP,2522,,"3,992",6.98,"62,25,466","63,156",11.57,"61,99,601","97,176",65.76%
202501,WC  ,"CWL, NJF, JFP, MITRAON",2620 - ( CWL ),,"1,426",11.85,"14,02,540","19,631",10.04,"14,22,416","17,275",-15.27%
202501,WC  ,"CWL, NJF, JFP, MITRAON",2620 - ( NJF ),,"1,954",18.30,"18,96,131","34,317",15.98,"19,28,145","23,926",-12.68%
202501,WC  ,"CWL, NJF, JFP, MITRAON",2621 - ( JFP ),,"1,075",24.62,"5,11,050","17,267",20.25,"4,35,456","11,326",-17.75%
202501,WC  ,"CWL, NJF, JFP, MITRAON",2621 - (MITRAON),,784,16.26,"4,81,096","8,964",14.51,"4,55,401","6,710",-10.76%
202501,WC  ,DWK,2661,,"2,901",2.77,"31,00,389","12,097",2.53,"29,96,686","10,349",-8.66%
202501,WC  ,JKP,2610,,"8,495",2.71,"82,96,579","35,509",2.94,"79,75,391","33,049",8.49%
202501,WC  ,"KHP, SVR, NFC",2511,,"1,283",3.08,"17,19,950","10,678",4.02,"23,98,959","13,251",30.52%
202501,WC  ,"KHP, SVR, NFC",2541,,"1,234",3.68,"15,69,681","11,158",3.97,"18,11,512","11,591",7.88%
202501,WC  ,"KHP, SVR, NFC",2542,,"6,681",2.45,"79,77,302","27,306",2.41,"69,92,029","23,895",-1.63%
202501,WC  ,MGN,2652,,703,4.91,"8,69,649","6,512",7.70,"8,42,171","8,150",56.82%
202501,WC  ,NGL,2630,,"3,925",3.84,"43,21,026","26,275",2.66,"43,08,375","18,867",-30.73%
202501,WC  ,NHP,2530,,"12,551",1.99,"1,16,41,890","32,241",1.75,"1,05,76,200","24,722",-12.06%
202501,WC  ,NZM,2540,,"11,851",2.86,"1,09,73,071","44,754",1.51,"99,07,490","23,401",-47.2%
202501,WC  ,PJB,2640,,"7,742",2.55,"68,65,328","25,025",2.27,"62,59,593","20,765",-10.98%
202501,WC  ,PLM,2660,,"2,714",3.21,"30,45,709","14,772",3.48,"29,67,863","15,540",8.41%
202501,WC  ,"RKP, HKS",2550,,"7,720",1.99,"1,04,70,753","29,691",2.60,"92,41,202","32,093",30.65%
202501,WC  ,"RKP, HKS",2551,,"15,847",2.80,"1,55,25,707","58,694",2.02,"1,37,41,906","40,115",-27.86%
202501,WC  ,SKT,2520,,"10,259",2.20,"1,02,14,317","33,938",2.21,"92,84,968","28,796",.45%
202501,WC  ,"TGN, MDK",2631,,"1,765",18.10,"32,45,732","81,697",11.76,"32,47,504","50,193",-35.03%
202501,WC  ,"TGN, MDK",2641,,"3,637",4.23,"36,91,274","24,373",6.99,"36,12,495","39,298",65.25%
202501,WC  ,UTN,2651,,"1,195",3.58,"12,31,099","5,695",6.45,"11,80,326","12,208",80.17%
202501,WC  ,VKJ,2521 - ( R ),,"1,484",6.67,"23,52,532","21,272",8.31,"23,95,345","27,431",24.59%
202501,WC  ,VKJ,2521 - ( U ),,"4,524",4.24,"57,93,066","39,186",3.27,"56,78,289","29,088",-22.88%
202501,WC  ,VKP,2650,,"2,449",3.13,"24,44,956","15,659",2.80,"23,46,924","10,057",-10.54%
202501,WC  ,ALN,2510,DDA FLAT KALKAJI,"1,355",4.35,"11,78,754","5,775",2.60,"11,37,885","3,774",-40.23%
202501,WC  ,ALN,2510,G-BLOCK KALKAJI,"3,116",1.29,"23,73,592","4,528",0.91,"21,99,418","3,168",-29.46%
202501,WC  ,ALN,2510,GK 2,"7,649",1.12,"64,67,699","9,784",0.93,"56,14,377","7,210",-16.96%
202501,WC  ,ALN,2510,OKHLA PHASE 1,"1,135",2.83,"14,72,542","6,394",1.37,"16,60,259","3,749",-51.59%
